1.232420e-02 2.071287e+00
3.697260e-02 0.000000e+00
6.162100e-02 0.000000e+00
8.626940e-02 0.000000e+00
1.109178e-01 0.000000e+00
1.355662e-01 0.000000e+00
1.602146e-01 0.000000e+00
1.848630e-01 0.000000e+00
2.095114e-01 0.000000e+00
2.341598e-01 0.000000e+00
2.588082e-01 0.000000e+00
2.834566e-01 0.000000e+00
3.081050e-01 0.000000e+00
3.327534e-01 2.071287e+00
3.574018e-01 0.000000e+00
3.820502e-01 0.000000e+00
4.066986e-01 0.000000e+00
4.313470e-01 0.000000e+00
4.559954e-01 0.000000e+00
4.806438e-01 0.000000e+00
5.052922e-01 0.000000e+00
5.299406e-01 0.000000e+00
5.545890e-01 0.000000e+00
5.792374e-01 0.000000e+00
6.038858e-01 0.000000e+00
6.285342e-01 0.000000e+00
6.531826e-01 0.000000e+00
6.778310e-01 2.071287e+00
7.024794e-01 0.000000e+00
7.271278e-01 0.000000e+00
7.517762e-01 0.000000e+00
7.764246e-01 0.000000e+00
8.010730e-01 0.000000e+00
8.257214e-01 0.000000e+00
8.503698e-01 0.000000e+00
8.750182e-01 0.000000e+00
8.996666e-01 0.000000e+00
9.243150e-01 0.000000e+00
9.489634e-01 2.310868e-02
9.736118e-01 2.022009e-01
9.982602e-01 4.506192e-01
1.022909e+00 7.669357e-01
1.047557e+00 2.730141e+00
1.072205e+00 -6.535033e+00
1.096854e+00 -1.095325e+01
1.121502e+00 -6.102031e+00
1.146151e+00 -8.567564e-01
1.170799e+00 6.469551e-01
1.195447e+00 7.496262e-01
1.220096e+00 1.137377e+00
1.244744e+00 1.452156e+00
1.269393e+00 2.086371e+00
1.294041e+00 2.469553e+00
1.318689e+00 2.364224e+00
1.343338e+00 2.693105e+00
1.367986e+00 3.133532e+00
1.392635e+00 3.054651e+00
1.417283e+00 2.702859e+00
1.441931e+00 2.275787e+00
1.466580e+00 1.204705e+00
1.491228e+00 5.423071e-01
1.515877e+00 -1.334724e+00
1.540525e+00 -3.375339e+00
1.565173e+00 -4.360005e+00
1.589822e+00 -2.944270e+00
1.614470e+00 -4.653587e-01
1.639119e+00 -4.364069e-01
1.663767e+00 -1.002789e+00
1.688415e+00 -4.733545e-01
1.713064e+00 -7.950308e-01
1.737712e+00 -9.609431e-01
1.762361e+00 -1.324268e+00
1.787009e+00 -1.482009e+00
1.811657e+00 -5.761353e-01
1.836306e+00 -4.318159e-01
1.860954e+00 6.721725e-01
1.885603e+00 1.112446e+00
1.910251e+00 2.121605e+00
1.934899e+00 2.169953e+00
1.959548e+00 2.005271e+00
1.984196e+00 1.516144e+00
2.008845e+00 1.373978e+00
2.033493e+00 6.936557e-01
